"TIME","GEO","SPDEPS","UNIT","Value","Flag and Footnotes"
"2007","Zone euro (18 pays)","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)",":",""
"2007","Zone euro (18 pays)","Maladie/Soins de santé","Euro par habitant","2067,48","p"
"2007","Zone euro (18 pays)","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)",":",""
"2007","Zone euro (18 pays)","Maladie/Soins de santé","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Total des dépenses","Millions d'euros","2401681,37","p"
"2007","Zone euro (12 pays)","Total des dépenses","Millions d'euros (aux prix constants de 2010)","2492999,96","p"
"2007","Zone euro (12 pays)","Total des dépenses","Euro par habitant","7580,60","p"
"2007","Zone euro (12 pays)","Total des dépenses","Euro par habitant (aux prix constants de 2010)","7868,83","p"
"2007","Zone euro (12 pays)","Total des dépenses","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Prestations de protection sociale","Millions d'euros","2289614,13","p"
"2007","Zone euro (12 pays)","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","2376671,62","p"
"2007","Zone euro (12 pays)","Prestations de protection sociale","Euro par habitant","7226,87","p"
"2007","Zone euro (12 pays)","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","7501,66","p"
"2007","Zone euro (12 pays)","Prestations de protection sociale","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Millions d'euros","83850,41","p"
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","87038,64","p"
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Euro par habitant","264,66","p"
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","274,73","p"
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Autres dépenses","Millions d'euros","28216,82","p"
"2007","Zone euro (12 pays)","Autres dépenses","Millions d'euros (aux prix constants de 2010)","29289,70","p"
"2007","Zone euro (12 pays)","Autres dépenses","Euro par habitant","89,06","p"
"2007","Zone euro (12 pays)","Autres dépenses","Euro par habitant (aux prix constants de 2010)","92,45","p"
"2007","Zone euro (12 pays)","Autres dépenses","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Millions d'euros","672716,37","p"
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","698294,91","p"
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Euro par habitant","2123,34","p"
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","2204,08","p"
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Millions d'unités de monnaie nationale",":",""
"2007","Belgique","Total des dépenses","Millions d'euros","90470,79",""
"2007","Belgique","Total des dépenses","Millions d'euros (aux prix constants de 2010)","96093,20",""
"2007","Belgique","Total des dépenses","Euro par habitant","8514,34",""
"2007","Belgique","Total des dépenses","Euro par habitant (aux prix constants de 2010)","9043,47",""
"2007","Belgique","Total des dépenses","Millions d'unités de monnaie nationale","90470,79",""
"2007","Belgique","Prestations de protection sociale","Millions d'euros","85907,12",""
"2007","Belgique","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","91245,92",""
"2007","Belgique","Prestations de protection sociale","Euro par habitant","8084,84",""
"2007","Belgique","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","8587,29",""
"2007","Belgique","Prestations de protection sociale","Millions d'unités de monnaie nationale","85907,12",""
"2007","Belgique","Dépenses de fonctionnement","Millions d'euros","2951,18",""
"2007","Belgique","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","3134,58",""
"2007","Belgique","Dépenses de fonctionnement","Euro par habitant","277,74",""
"2007","Belgique","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","295,00",""
"2007","Belgique","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","2951,18",""
"2007","Belgique","Autres dépenses","Millions d'euros","1612,49",""
"2007","Belgique","Autres dépenses","Millions d'euros (aux prix constants de 2010)","1712,70",""
"2007","Belgique","Autres dépenses","Euro par habitant","151,75",""
"2007","Belgique","Autres dépenses","Euro par habitant (aux prix constants de 2010)","161,18",""
"2007","Belgique","Autres dépenses","Millions d'unités de monnaie nationale","1612,49",""
"2007","Belgique","Maladie/Soins de santé","Millions d'euros","24318,54",""
"2007","Belgique","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","25829,84",""
"2007","Belgique","Maladie/Soins de santé","Euro par habitant","2288,65",""
"2007","Belgique","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","2430,88",""
"2007","Belgique","Maladie/Soins de santé","Millions d'unités de monnaie nationale","24318,54",""
"2007","Bulgarie","Total des dépenses","Millions d'euros","4353,09",""
"2007","Bulgarie","Total des dépenses","Millions d'euros (aux prix constants de 2010)","4861,99",""
"2007","Bulgarie","Total des dépenses","Euro par habitant","576,92",""
"2007","Bulgarie","Total des dépenses","Euro par habitant (aux prix constants de 2010)","644,37",""
"2007","Bulgarie","Total des dépenses","Millions d'unités de monnaie nationale","8513,77",""
"2007","Bulgarie","Prestations de protection sociale","Millions d'euros","4209,10",""
"2007","Bulgarie","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","4701,18",""
"2007","Bulgarie","Prestations de protection sociale","Euro par habitant","557,84",""
"2007","Bulgarie","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","623,06",""
"2007","Bulgarie","Prestations de protection sociale","Millions d'unités de monnaie nationale","8232,16",""
"2007","Bulgarie","Dépenses de fonctionnement","Millions d'euros","108,59","e"
"2007","Bulgarie","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","121,29","e"
"2007","Bulgarie","Dépenses de fonctionnement","Euro par habitant","14,39","e"
"2007","Bulgarie","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","16,07","e"
"2007","Bulgarie","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","212,39","e"
"2007","Bulgarie","Autres dépenses","Millions d'euros","35,39",""
"2007","Bulgarie","Autres dépenses","Millions d'euros (aux prix constants de 2010)","39,53",""
"2007","Bulgarie","Autres dépenses","Euro par habitant","4,69",""
"2007","Bulgarie","Autres dépenses","Euro par habitant (aux prix constants de 2010)","5,24",""
"2007","Bulgarie","Autres dépenses","Millions d'unités de monnaie nationale","69,22",""
"2007","Bulgarie","Maladie/Soins de santé","Millions d'euros","1139,13",""
"2007","Bulgarie","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","1272,31",""
"2007","Bulgarie","Maladie/Soins de santé","Euro par habitant","150,97",""
"2007","Bulgarie","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","168,62",""
"2007","Bulgarie","Maladie/Soins de santé","Millions d'unités de monnaie nationale","2227,92",""
"2007","Tchéquie","Total des dépenses","Millions d'euros","24379,18",""
"2007","Tchéquie","Total des dépenses","Millions d'euros (aux prix constants de 2010)","28487,67",""
"2007","Tchéquie","Total des dépenses","Euro par habitant","2367,18",""
"2007","Tchéquie","Total des dépenses","Euro par habitant (aux prix constants de 2010)","2766,11",""
"2007","Tchéquie","Total des dépenses","Millions d'unités de monnaie nationale","676912,35",""
"2007","Tchéquie","Prestations de protection sociale","Millions d'euros","23602,28",""
"2007","Tchéquie","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","27579,85",""
"2007","Tchéquie","Prestations de protection sociale","Euro par habitant","2291,74",""
"2007","Tchéquie","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","2677,96",""
"2007","Tchéquie","Prestations de protection sociale","Millions d'unités de monnaie nationale","655340,92",""
"2007","Tchéquie","Dépenses de fonctionnement","Millions d'euros","776,90","e"
"2007","Tchéquie","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","907,83","e"
"2007","Tchéquie","Dépenses de fonctionnement","Euro par habitant","75,44","e"
"2007","Tchéquie","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","88,15","e"
"2007","Tchéquie","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","21571,43","e"
"2007","Tchéquie","Autres dépenses","Millions d'euros","0,00",""
"2007","Tchéquie","Autres dépenses","Millions d'euros (aux prix constants de 2010)","0,00",""
"2007","Tchéquie","Autres dépenses","Euro par habitant","0,00",""
"2007","Tchéquie","Autres dépenses","Euro par habitant (aux prix constants de 2010)","0,00",""
"2007","Tchéquie","Autres dépenses","Millions d'unités de monnaie nationale","0,00",""
"2007","Tchéquie","Maladie/Soins de santé","Millions d'euros","7760,84",""
"2007","Tchéquie","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","9068,73",""
"2007","Tchéquie","Maladie/Soins de santé","Euro par habitant","753,57",""
"2007","Tchéquie","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","880,56",""
"2007","Tchéquie","Maladie/Soins de santé","Millions d'unités de monnaie nationale","215487,48",""
"2007","Danemark","Total des dépenses","Millions d'euros","67851,96","b"
"2007","Danemark","Total des dépenses","Millions d'euros (aux prix constants de 2010)","72606,21","b"
"2007","Danemark","Total des dépenses","Euro par habitant","12423,83","b"
"2007","Danemark","Total des dépenses","Euro par habitant (aux prix constants de 2010)","13294,34","b"
"2007","Danemark","Total des dépenses","Millions d'unités de monnaie nationale","505537,78","b"
"2007","Danemark","Prestations de protection sociale","Millions d'euros","65519,83","b"
"2007","Danemark","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","70110,67","b"
"2007","Danemark","Prestations de protection sociale","Euro par habitant","11996,81","b"
"2007","Danemark","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","12837,40","b"
"2007","Danemark","Prestations de protection sociale","Millions d'unités de monnaie nationale","488162,02","b"
"2007","Danemark","Dépenses de fonctionnement","Millions d'euros","2332,13","b"
"2007","Danemark","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","2495,54","b"
"2007","Danemark","Dépenses de fonctionnement","Euro par habitant","427,02","b"
"2007","Danemark","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","456,94","b"
"2007","Danemark","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","17375,76","b"
"2007","Danemark","Autres dépenses","Millions d'euros","0,00","b"
"2007","Danemark","Autres dépenses","Millions d'euros (aux prix constants de 2010)","0,00","b"
"2007","Danemark","Autres dépenses","Euro par habitant","0,00","b"
"2007","Danemark","Autres dépenses","Euro par habitant (aux prix constants de 2010)","0,00","b"
"2007","Danemark","Autres dépenses","Millions d'unités de monnaie nationale","0,00","b"
"2007","Danemark","Maladie/Soins de santé","Millions d'euros","14104,01","b"
"2007","Danemark","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","15092,25","b"
"2007","Danemark","Maladie/Soins de santé","Euro par habitant","2582,47","b"
"2007","Danemark","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","2763,42","b"
"2007","Danemark","Maladie/Soins de santé","Millions d'unités de monnaie nationale","105083,32","b"
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Millions d'euros","674738,90",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Millions d'euros (aux prix constants de 2010)","698465,78",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Euro par habitant","8201,88",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Euro par habitant (aux prix constants de 2010)","8490,30",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Millions d'unités de monnaie nationale","674738,90",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Millions d'euros","648455,99",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","671258,65",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Euro par habitant","7882,39",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","8159,58",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Millions d'unités de monnaie nationale","648455,99",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Millions d'euros","24568,65",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","25432,60",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Euro par habitant","298,65",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","309,15",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","24568,65",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Millions d'euros","1714,26",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Millions d'euros (aux prix constants de 2010)","1774,54",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Euro par habitant","20,84",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Euro par habitant (aux prix constants de 2010)","21,57",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Millions d'unités de monnaie nationale","1714,26",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Millions d'euros","193890,85",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","200708,93",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Euro par habitant","2356,87",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","2439,74",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Millions d'unités de monnaie nationale","193890,85",""
"2007","Estonie","Total des dépenses","Millions d'euros","1945,87",""
"2007","Estonie","Total des dépenses","Millions d'euros (aux prix constants de 2010)","2177,20",""
"2007","Estonie","Total des dépenses","Euro par habitant","1451,41",""
"2007","Estonie","Total des dépenses","Euro par habitant (aux prix constants de 2010)","1623,95",""
"2007","Estonie","Total des dépenses","Millions d'unités de monnaie nationale","1945,87",""
"2007","Estonie","Prestations de protection sociale","Millions d'euros","1922,46",""
"2007","Estonie","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","2151,00",""
"2007","Estonie","Prestations de protection sociale","Euro par habitant","1433,94",""
"2007","Estonie","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","1604,41",""
"2007","Estonie","Prestations de protection sociale","Millions d'unités de monnaie nationale","1922,46",""
"2007","Estonie","Dépenses de fonctionnement","Millions d'euros","23,41",""
"2007","Estonie","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","26,19",""
"2007","Estonie","Dépenses de fonctionnement","Euro par habitant","17,46",""
"2007","Estonie","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","19,54",""
"2007","Estonie","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","23,41",""
"2007","Estonie","Autres dépenses","Millions d'euros","0,00",""
"2007","Estonie","Autres dépenses","Millions d'euros (aux prix constants de 2010)","0,00",""
"2007","Estonie","Autres dépenses","Euro par habitant","0,00",""
"2007","Estonie","Autres dépenses","Euro par habitant (aux prix constants de 2010)","0,00",""
"2007","Estonie","Autres dépenses","Millions d'unités de monnaie nationale","0,00",""
"2007","Estonie","Maladie/Soins de santé","Millions d'euros","642,04",""
