"TIME","GEO","SPDEPS","UNIT","Value","Flag and Footnotes"
"2007","Zone euro (18 pays)","Maladie/Soins de santé","Millions d'euros","680.049,27","p"
"2007","Zone euro (18 pays)","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)",":",""
"2007","Zone euro (18 pays)","Maladie/Soins de santé","Euro par habitant","2.067,48","p"
"2007","Zone euro (18 pays)","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)",":",""
"2007","Zone euro (18 pays)","Maladie/Soins de santé","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Total des dépenses","Millions d'euros","2.401.681,37","p"
"2007","Zone euro (12 pays)","Total des dépenses","Millions d'euros (aux prix constants de 2010)","2.492.999,96","p"
"2007","Zone euro (12 pays)","Total des dépenses","Euro par habitant","7.580,60","p"
"2007","Zone euro (12 pays)","Total des dépenses","Euro par habitant (aux prix constants de 2010)","7.868,83","p"
"2007","Zone euro (12 pays)","Total des dépenses","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Prestations de protection sociale","Millions d'euros","2.289.614,13","p"
"2007","Zone euro (12 pays)","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","2.376.671,62","p"
"2007","Zone euro (12 pays)","Prestations de protection sociale","Euro par habitant","7.226,87","p"
"2007","Zone euro (12 pays)","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","7.501,66","p"
"2007","Zone euro (12 pays)","Prestations de protection sociale","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Millions d'euros","83.850,41","p"
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","87.038,64","p"
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Euro par habitant","264,66","p"
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","274,73","p"
"2007","Zone euro (12 pays)","Dépenses de fonctionnement","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Autres dépenses","Millions d'euros","28.216,82","p"
"2007","Zone euro (12 pays)","Autres dépenses","Millions d'euros (aux prix constants de 2010)","29.289,70","p"
"2007","Zone euro (12 pays)","Autres dépenses","Euro par habitant","89,06","p"
"2007","Zone euro (12 pays)","Autres dépenses","Euro par habitant (aux prix constants de 2010)","92,45","p"
"2007","Zone euro (12 pays)","Autres dépenses","Millions d'unités de monnaie nationale",":",""
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Millions d'euros","672.716,37","p"
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","698.294,91","p"
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Euro par habitant","2.123,34","p"
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","2.204,08","p"
"2007","Zone euro (12 pays)","Maladie/Soins de santé","Millions d'unités de monnaie nationale",":",""
"2007","Belgique","Total des dépenses","Millions d'euros","90.470,79",""
"2007","Belgique","Total des dépenses","Millions d'euros (aux prix constants de 2010)","96.093,20",""
"2007","Belgique","Total des dépenses","Euro par habitant","8.514,34",""
"2007","Belgique","Total des dépenses","Euro par habitant (aux prix constants de 2010)","9.043,47",""
"2007","Belgique","Total des dépenses","Millions d'unités de monnaie nationale","90.470,79",""
"2007","Belgique","Prestations de protection sociale","Millions d'euros","85.907,12",""
"2007","Belgique","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","91.245,92",""
"2007","Belgique","Prestations de protection sociale","Euro par habitant","8.084,84",""
"2007","Belgique","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","8.587,29",""
"2007","Belgique","Prestations de protection sociale","Millions d'unités de monnaie nationale","85.907,12",""
"2007","Belgique","Dépenses de fonctionnement","Millions d'euros","2.951,18",""
"2007","Belgique","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","3.134,58",""
"2007","Belgique","Dépenses de fonctionnement","Euro par habitant","277,74",""
"2007","Belgique","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","295,00",""
"2007","Belgique","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","2.951,18",""
"2007","Belgique","Autres dépenses","Millions d'euros","1.612,49",""
"2007","Belgique","Autres dépenses","Millions d'euros (aux prix constants de 2010)","1.712,70",""
"2007","Belgique","Autres dépenses","Euro par habitant","151,75",""
"2007","Belgique","Autres dépenses","Euro par habitant (aux prix constants de 2010)","161,18",""
"2007","Belgique","Autres dépenses","Millions d'unités de monnaie nationale","1.612,49",""
"2007","Belgique","Maladie/Soins de santé","Millions d'euros","24.318,54",""
"2007","Belgique","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","25.829,84",""
"2007","Belgique","Maladie/Soins de santé","Euro par habitant","2.288,65",""
"2007","Belgique","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","2.430,88",""
"2007","Belgique","Maladie/Soins de santé","Millions d'unités de monnaie nationale","24.318,54",""
"2007","Bulgarie","Total des dépenses","Millions d'euros","4.353,09",""
"2007","Bulgarie","Total des dépenses","Millions d'euros (aux prix constants de 2010)","4.861,99",""
"2007","Bulgarie","Total des dépenses","Euro par habitant","576,92",""
"2007","Bulgarie","Total des dépenses","Euro par habitant (aux prix constants de 2010)","644,37",""
"2007","Bulgarie","Total des dépenses","Millions d'unités de monnaie nationale","8.513,77",""
"2007","Bulgarie","Prestations de protection sociale","Millions d'euros","4.209,10",""
"2007","Bulgarie","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","4.701,18",""
"2007","Bulgarie","Prestations de protection sociale","Euro par habitant","557,84",""
"2007","Bulgarie","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","623,06",""
"2007","Bulgarie","Prestations de protection sociale","Millions d'unités de monnaie nationale","8.232,16",""
"2007","Bulgarie","Dépenses de fonctionnement","Millions d'euros","108,59","e"
"2007","Bulgarie","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","121,29","e"
"2007","Bulgarie","Dépenses de fonctionnement","Euro par habitant","14,39","e"
"2007","Bulgarie","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","16,07","e"
"2007","Bulgarie","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","212,39","e"
"2007","Bulgarie","Autres dépenses","Millions d'euros","35,39",""
"2007","Bulgarie","Autres dépenses","Millions d'euros (aux prix constants de 2010)","39,53",""
"2007","Bulgarie","Autres dépenses","Euro par habitant","4,69",""
"2007","Bulgarie","Autres dépenses","Euro par habitant (aux prix constants de 2010)","5,24",""
"2007","Bulgarie","Autres dépenses","Millions d'unités de monnaie nationale","69,22",""
"2007","Bulgarie","Maladie/Soins de santé","Millions d'euros","1.139,13",""
"2007","Bulgarie","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","1.272,31",""
"2007","Bulgarie","Maladie/Soins de santé","Euro par habitant","150,97",""
"2007","Bulgarie","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","168,62",""
"2007","Bulgarie","Maladie/Soins de santé","Millions d'unités de monnaie nationale","2.227,92",""
"2007","Tchéquie","Total des dépenses","Millions d'euros","24.379,18",""
"2007","Tchéquie","Total des dépenses","Millions d'euros (aux prix constants de 2010)","28.487,67",""
"2007","Tchéquie","Total des dépenses","Euro par habitant","2.367,18",""
"2007","Tchéquie","Total des dépenses","Euro par habitant (aux prix constants de 2010)","2.766,11",""
"2007","Tchéquie","Total des dépenses","Millions d'unités de monnaie nationale","676.912,35",""
"2007","Tchéquie","Prestations de protection sociale","Millions d'euros","23.602,28",""
"2007","Tchéquie","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","27.579,85",""
"2007","Tchéquie","Prestations de protection sociale","Euro par habitant","2.291,74",""
"2007","Tchéquie","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","2.677,96",""
"2007","Tchéquie","Prestations de protection sociale","Millions d'unités de monnaie nationale","655.340,92",""
"2007","Tchéquie","Dépenses de fonctionnement","Millions d'euros","776,90","e"
"2007","Tchéquie","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","907,83","e"
"2007","Tchéquie","Dépenses de fonctionnement","Euro par habitant","75,44","e"
"2007","Tchéquie","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","88,15","e"
"2007","Tchéquie","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","21.571,43","e"
"2007","Tchéquie","Autres dépenses","Millions d'euros","0,00",""
"2007","Tchéquie","Autres dépenses","Millions d'euros (aux prix constants de 2010)","0,00",""
"2007","Tchéquie","Autres dépenses","Euro par habitant","0,00",""
"2007","Tchéquie","Autres dépenses","Euro par habitant (aux prix constants de 2010)","0,00",""
"2007","Tchéquie","Autres dépenses","Millions d'unités de monnaie nationale","0,00",""
"2007","Tchéquie","Maladie/Soins de santé","Millions d'euros","7.760,84",""
"2007","Tchéquie","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","9.068,73",""
"2007","Tchéquie","Maladie/Soins de santé","Euro par habitant","753,57",""
"2007","Tchéquie","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","880,56",""
"2007","Tchéquie","Maladie/Soins de santé","Millions d'unités de monnaie nationale","215.487,48",""
"2007","Danemark","Total des dépenses","Millions d'euros","67.851,96","b"
"2007","Danemark","Total des dépenses","Millions d'euros (aux prix constants de 2010)","72.606,21","b"
"2007","Danemark","Total des dépenses","Euro par habitant","12.423,83","b"
"2007","Danemark","Total des dépenses","Euro par habitant (aux prix constants de 2010)","13.294,34","b"
"2007","Danemark","Total des dépenses","Millions d'unités de monnaie nationale","505.537,78","b"
"2007","Danemark","Prestations de protection sociale","Millions d'euros","65.519,83","b"
"2007","Danemark","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","70.110,67","b"
"2007","Danemark","Prestations de protection sociale","Euro par habitant","11.996,81","b"
"2007","Danemark","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","12.837,40","b"
"2007","Danemark","Prestations de protection sociale","Millions d'unités de monnaie nationale","488.162,02","b"
"2007","Danemark","Dépenses de fonctionnement","Millions d'euros","2.332,13","b"
"2007","Danemark","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","2.495,54","b"
"2007","Danemark","Dépenses de fonctionnement","Euro par habitant","427,02","b"
"2007","Danemark","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","456,94","b"
"2007","Danemark","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","17.375,76","b"
"2007","Danemark","Autres dépenses","Millions d'euros","0,00","b"
"2007","Danemark","Autres dépenses","Millions d'euros (aux prix constants de 2010)","0,00","b"
"2007","Danemark","Autres dépenses","Euro par habitant","0,00","b"
"2007","Danemark","Autres dépenses","Euro par habitant (aux prix constants de 2010)","0,00","b"
"2007","Danemark","Autres dépenses","Millions d'unités de monnaie nationale","0,00","b"
"2007","Danemark","Maladie/Soins de santé","Millions d'euros","14.104,01","b"
"2007","Danemark","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","15.092,25","b"
"2007","Danemark","Maladie/Soins de santé","Euro par habitant","2.582,47","b"
"2007","Danemark","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","2.763,42","b"
"2007","Danemark","Maladie/Soins de santé","Millions d'unités de monnaie nationale","105.083,32","b"
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Millions d'euros","674.738,90",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Millions d'euros (aux prix constants de 2010)","698.465,78",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Euro par habitant","8.201,88",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Euro par habitant (aux prix constants de 2010)","8.490,30",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Total des dépenses","Millions d'unités de monnaie nationale","674.738,90",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Millions d'euros","648.455,99",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","671.258,65",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Euro par habitant","7.882,39",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","8.159,58",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Prestations de protection sociale","Millions d'unités de monnaie nationale","648.455,99",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Millions d'euros","24.568,65",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","25.432,60",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Euro par habitant","298,65",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","309,15",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","24.568,65",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Millions d'euros","1.714,26",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Millions d'euros (aux prix constants de 2010)","1.774,54",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Euro par habitant","20,84",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Euro par habitant (aux prix constants de 2010)","21,57",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Autres dépenses","Millions d'unités de monnaie nationale","1.714,26",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Millions d'euros","193.890,85",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Millions d'euros (aux prix constants de 2010)","200.708,93",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Euro par habitant","2.356,87",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Euro par habitant (aux prix constants de 2010)","2.439,74",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Maladie/Soins de santé","Millions d'unités de monnaie nationale","193.890,85",""
"2007","Estonie","Total des dépenses","Millions d'euros","1.945,87",""
"2007","Estonie","Total des dépenses","Millions d'euros (aux prix constants de 2010)","2.177,20",""
"2007","Estonie","Total des dépenses","Euro par habitant","1.451,41",""
"2007","Estonie","Total des dépenses","Euro par habitant (aux prix constants de 2010)","1.623,95",""
"2007","Estonie","Total des dépenses","Millions d'unités de monnaie nationale","1.945,87",""
"2007","Estonie","Prestations de protection sociale","Millions d'euros","1.922,46",""
"2007","Estonie","Prestations de protection sociale","Millions d'euros (aux prix constants de 2010)","2.151,00",""
"2007","Estonie","Prestations de protection sociale","Euro par habitant","1.433,94",""
"2007","Estonie","Prestations de protection sociale","Euro par habitant (aux prix constants de 2010)","1.604,41",""
"2007","Estonie","Prestations de protection sociale","Millions d'unités de monnaie nationale","1.922,46",""
"2007","Estonie","Dépenses de fonctionnement","Millions d'euros","23,41",""
"2007","Estonie","Dépenses de fonctionnement","Millions d'euros (aux prix constants de 2010)","26,19",""
"2007","Estonie","Dépenses de fonctionnement","Euro par habitant","17,46",""
"2007","Estonie","Dépenses de fonctionnement","Euro par habitant (aux prix constants de 2010)","19,54",""
"2007","Estonie","Dépenses de fonctionnement","Millions d'unités de monnaie nationale","23,41",""
"2007","Estonie","Autres dépenses","Millions d'euros","0,00",""
